Name,Genres,Popularity,Followers,Artist_URI
MyGrain,"finnish death metal, finnish melodeath, melodic death metal",20,21643,spotify:artist:727fejvRrrdMtMANSE0IfL
Medical Negligence,"mexican death metal, mexican metal",20,3260,spotify:artist:3jL94uFzu0H6r9vi5nXVAg
Damnation Defaced,"deep melodic death metal, german death metal",17,4115,spotify:artist:68Q8qXOC23XGm7Bi24BOZa
The Berzerker,"australian metal, cybergrind, deathgrind",17,15732,spotify:artist:1tlY3ijEXpF5JsRTTwePA7
Earth Eater,"deathcore, portland metal, progressive deathcore, technical deathcore",13,7616,spotify:artist:36b8PsQoJcT9z27xg4v2GD
In Vain,"melodic death metal, norwegian black metal, progressive death metal",19,23135,spotify:artist:5IL4ovt4wBAp3EBbm3zqlI
Shores Of Null,"death doom, funeral doom, italian doom metal",19,7962,spotify:artist:76lKNyW77arKg42qdDO9Sm
Mournful Congregation,"australian metal, death doom, doom metal, funeral doom, progressive doom",17,17264,spotify:artist:3HZQm7muBa4Ho0p8K9X82M
Strigoi,british death metal,19,8634,spotify:artist:6BUcX21YlCyGOUKXrNutei
Sojourner,"atmospheric black metal, dungeon synth, epic black metal, folk metal, melodic death metal, viking metal, voidgaze",19,21571,spotify:artist:0XFkf3NSP76nB7zhzPdM9X
Deathbeds AU,"australian metalcore, symphonic deathcore",15,3308,spotify:artist:2CA3NHP7ecfgsgczb2TApg
Endseeker,german death metal,20,7288,spotify:artist:5RLz3WPD2aQh4DP3l7WwLm
Colpocleisis,slam death metal,14,3632,spotify:artist:4Ludn0xf8D8z9yexrKdku8
Ophidian I,"technical brutal death metal, technical death metal",14,6538,spotify:artist:6lQ6EB24wPxuOHDqe7pME1
Muldrotha,"technical brutal death metal, technical death metal",14,4536,spotify:artist:1yWZv89PK66B8yQNYhSbGh
The Monolith Deathcult,"dutch death metal, dutch metal",17,11320,spotify:artist:30R1cSs562qWPmRHZtmZom
Cerebral Rot,"cavernous death metal, seattle metal",13,12938,spotify:artist:5AEKhKc6WDnY6oi18OWcQN
Malignant Altar,cavernous death metal,13,10849,spotify:artist:4OWgwvzFQaaOb7lMahkNRy
Oxygen Destroyer,cavernous death metal,12,6744,spotify:artist:4IEbqKGQ2B2tZkuajmGpim
Short Bus Pile Up,"brutal death metal, slam death metal",12,10141,spotify:artist:6wE2yJ7s7lK1snFyQrUI9e
Pissgrave,cavernous death metal,12,14330,spotify:artist:0XFSKdTpzCOOfTPwIdByqf
Facial Fracture,slam death metal,12,2940,spotify:artist:0IMfM3zjU1W3lhjB3cHWMU
Deals Death,"gothenburg metal, melodic death metal, swedish melodeath",19,11447,spotify:artist:4uPWvwgl5qwMLqyUSZPhnv
Destinity,"melodic death metal, symphonic death metal",19,10256,spotify:artist:553eIV3aSzE17cxgVVG7o6
Quo Vadis,"canadian metal, quebec death metal, technical death metal, technical melodic death metal",19,22660,spotify:artist:3HshwcRyD4zv1KIh9OdwRo
Omnivortex,"progressive death metal, technical death metal",16,2842,spotify:artist:7qUbOOQOeYnq0cUUIU5SEO
Sadistik Exekution,"australian black metal, australian metal, australian thrash metal, black death",16,21296,spotify:artist:5Yt1reV7DmWaHYoQ6wJLs7
Holehearted,"downtempo deathcore, metallic hardcore, progressive deathcore",11,5655,spotify:artist:1AtXmYmKXudpKU4FJ49wcX
Spoil Engine,"belgian death metal, belgian metal, slayer",18,14080,spotify:artist:6nQqTxjWcBSDpjvVKRTfig
Cerebral Bore,"brutal death metal, scottish metal",15,22711,spotify:artist:0bamlDtTg8xXwgG4nd59bg
Krypts,"black death, death doom, finnish death metal, voidgaze",15,17293,spotify:artist:03p1MQHjSpOnF92Q7OCy9d
Evoken,"death doom, doom metal, emotional black metal, funeral doom",15,20671,spotify:artist:1LCcrzGpwygmH6pxvLXI3i
Concrete Winds,"black death, finnish death metal",15,6047,spotify:artist:3EgVbnn78KGifB0CL39kET
Anata,"brutal death metal, technical brutal death metal, technical death metal",14,17332,spotify:artist:21JBfsbULY4BOhRuNFm2Bv
Vulvectomy,"brutal death metal, deathgrind, goregrind, italian death metal, pornogrind, slam death metal",14,24396,spotify:artist:7g2KmkHmpUFam0B1YvDspG
Vertebra Atlantis,dissonant death metal,14,2026,spotify:artist:5YksM5fILg5LIjctxBfSrX
Coffins,"japanese death metal, new wave of osdm",14,17065,spotify:artist:34Dog4Ylyg3eUFJF5Rk7Hc
Beheaded,"brutal death metal, deathgrind, maltese metal",14,14534,spotify:artist:4J08tm60Pk8FMQynk0Up4o
Morphium,"deep melodic death metal, metal catala, spanish metal",20,4657,spotify:artist:5kQG7Wf4MQZhicrzUNLKEC
Varathron,"black death, black metal, black thrash, greek black metal, greek metal, symphonic black metal, symphonic death metal",17,17355,spotify:artist:3V9JzR4lFUlNvRgRuPO8x4
Entrails,"grisly death metal, swedish death metal",17,20212,spotify:artist:5WOBHV40DFyglQzLVjoH2s
Serpent Column,"dissonant death metal, usbm",13,6787,spotify:artist:5JcSxbQVDjAQ80FuPWgvTa
Spectral Voice,"cavernous death metal, cosmic death metal, death doom, denver metal",13,22648,spotify:artist:5I4bpzP0gZSVwceopnaoVb
Son Of Aurelius,"technical death metal, technical melodic death metal",13,11021,spotify:artist:5Ma6cDWmLsQcTlmUMa2iYT
Pantokrator,"christian death metal, christian metal",13,8348,spotify:artist:3O43iFWnnmgcsPKh4GMLI2
Arkaik,"brutal death metal, technical brutal death metal, technical death metal",13,18819,spotify:artist:3tq17VMW2Mm5GVBsJY177M
Infester,"black death, cavernous death metal, seattle metal",13,9902,spotify:artist:0NESoZVYcw7JFJ34gCyTfn
Insect Inside,slam death metal,13,2631,spotify:artist:6zol0pKbLHSwkDh6ZuEfd3
Mourning Beloveth,"doom metal, funeral doom, irish death metal, irish metal",19,12014,spotify:artist:6BXUarpwSsfvHuJ02lhcyT
Gates of Ishtar,"swedish death metal, swedish melodeath, swedish metal",16,11021,spotify:artist:257fj7lr05pM5LMDL6TUp7
Pharmacist,"goregrind, japanese death metal",12,6087,spotify:artist:6kVUxvk1wk0ZgmJ5VekpG1
Diphenylchloroarsine,slam death metal,12,11909,spotify:artist:4H7v6sukMXwZVGmDgIuDkH
Thrash All Nations,christian death metal,12,1021,spotify:artist:3NrNgyOUrXEG4pGiil0k3q
Mortal Decay,"brutal death metal, deathgrind, goregrind, new york death metal",12,10591,spotify:artist:7xi3a93AbjlY2v3VjhddfE
Flub,"technical brutal death metal, technical death metal, technical deathcore, technical melodic death metal",12,7285,spotify:artist:6NJgAz9BChhrlgXQrn3kJg
Awakening Sun,"deep melodic death metal, lithuanian metal",16,4556,spotify:artist:1cEjFjoSrq4vgbB3vnWU9v
Universum,"australian death metal, cyber metal, melodic death metal",16,10525,spotify:artist:0NZfW1mCAUJQeRqBuBdRuj
Centinex,"swedish death metal, swedish metal",16,17511,spotify:artist:7DLdKCkMkrgltlWkg0dseU
Embodyment,"christian deathcore, christian hardcore, christian metal, christian punk",10,5976,spotify:artist:2lhMv1RF5oWdks5kuzloRn
Consumed by Vultures,brutal death metal,15,3069,spotify:artist:2czSbWwvfWkFUbGBuOyR1D
Carnal Tomb,"cavernous death metal, german death metal, new wave of osdm",15,3618,spotify:artist:0lnbT9M0FJ681IzqEa9VWG
Zornheym,"swedish death metal, symphonic death metal",18,6763,spotify:artist:5YUadeP4WiWAwaMwXsczgJ
Duskmourn,"finnish metal, folk metal, melodic death metal, viking metal",18,9982,spotify:artist:41aiNg0g2USLksEYKsBAe8
Dark Oath,"finnish metal, folk metal, melodic death metal, portuguese death metal, portuguese metal, viking metal",18,13371,spotify:artist:3Oc3JnQKIW7ZNPXS0yf6QV
Teitanblood,"black death, cavernous death metal, spanish black metal, voidgrind, war metal",14,20739,spotify:artist:7LPrGEbf01106GJ14w6yhW
Enshine,"finnish metal, melodic death metal",17,12287,spotify:artist:1arVCqhiz6dQgWcYrT3MY8
Valtari,"deep melodic death metal, melodic death metal",17,4797,spotify:artist:2EEEbwWWWtDaYvAw84a7N2
Protector,"deathrash, german thrash metal, old school thrash",17,17896,spotify:artist:4LfucwWOrS5NHbgxwtYbH3
Stormlord,"folk metal, italian black metal, italian metal, symphonic black metal, symphonic death metal, viking metal",17,22467,spotify:artist:5iqk0cqsbJiSTcXQ6ljGNo
Virvum,"brutal death metal, progressive technical death metal, swiss metal, technical brutal death metal, technical death metal",13,15831,spotify:artist:3o3B6IBfcxF1srYcFAZHjm
Abnormality,"brutal death metal, technical brutal death metal",13,16411,spotify:artist:3G6H6ma3AVOx4Wu9J6IIPp
Wormed,"brutal death metal, cosmic death metal, grindcore, sci-fi metal, spanish death metal, spanish metal, technical death metal",13,23610,spotify:artist:1YXwL0RvyKn9swZ6CsVDwk
Resist The Thought,"australian metal, brutal deathcore, deathcore, progressive deathcore",13,9806,spotify:artist:48RlvjoKZtNIcimFZ6BDbL
Baring Teeth,"dissonant death metal, progressive technical death metal, technical brutal death metal",13,2759,spotify:artist:4IvsgPa40NNK3SJ6vXazu0
The Chasm,"black death, mexican death metal, mexican metal",13,12170,spotify:artist:4BDYrNGjAAnEDmNYUsJ5eA
Korpse,"brutal death metal, grim death metal, slam death metal",13,9440,spotify:artist:7xvwCVgQwJRVSDou7M68J3
Ulthar,"cavernous death metal, cosmic death metal",13,10562,spotify:artist:6s1hQzoXYdEjYdJiHbu1iZ
Bestial Warlust,"australian black metal, black death, black metal, war metal",13,19047,spotify:artist:4rSFcLPiHz1sNKwfS8Ld4M
Hatesphere,"danish death metal, danish metal, deathrash",20,20796,spotify:artist:5WQuRVeLXX0qH2lVFZYhl5
Cadaver,"deathrash, norwegian death metal",16,15459,spotify:artist:3jXKuyWNGa8hUPsnrblyl7
Unanimated,"swedish death metal, swedish metal",16,15829,spotify:artist:0Iqz5hpXXWilUsgcVi9QCI
Sextrash,"black thrash, brazilian death metal, brazilian thrash metal, deathrash, metal mineiro",17,21217,spotify:artist:4YCzkZCstiQd3sRNT5qyoh
Sabhankra,"oriental metal, turkish black metal, turkish death metal, turkish metal",23,5990,spotify:artist:2lHPhGvlSXzQSrPV3s3SVV
Syphilectomy,"indian metal, slam death metal",11,3434,spotify:artist:0tLSWCYqBxav4ScZLiMxz0
Sleep Terror,"instrumental death metal, instrumental rock, technical brutal death metal, technical death metal",12,8244,spotify:artist:3DBMSOZfaemI1F8PFVMGxs
Disembowelment,"australian death metal, australian metal, death doom, voidgrind",12,11383,spotify:artist:4usRPeI4JYv5z165Pqy7SK
Impaled,"brutal death metal, deathgrind, goregrind, grindcore",12,16859,spotify:artist:60PoZFLlifxfCpcSodgDjo
Deceased…,"deathrash, virginia metal",12,8185,spotify:artist:2nJopqKVXGa0RHy0t3DypB
Vile Impregnation,slam death metal,12,2665,spotify:artist:5MtEgUHWnt4iYkdX2hATeL
Exorcised Gods,"progressive deathcore, slam death metal, slamming deathcore",12,5808,spotify:artist:0qqwP2wJufGEv681mqvF70
Daybreak,"australian post-hardcore, metallic hardcore, progressive deathcore",12,9891,spotify:artist:4QN5KBvq6Lb7rC5Gob07th
Nifelheim,"black metal, black speed metal, black thrash, death metal, new wave of speed metal, swedish black metal, swedish metal",16,36140,spotify:artist:7f4Agzz6Lwh1QJ0teHHpJn
Darkane,"deathrash, melodic death metal, swedish metal",16,14783,spotify:artist:3K43KRzvjn3z36mHpBYSVb
Artery Eruption,"goregrind, pornogrind, slam death metal",11,5757,spotify:artist:7E3fbn83lQDS6Iyek6pajE
King Conquer,"brutal deathcore, deathcore, florida death metal, progressive deathcore",10,14553,spotify:artist:4bmZfCFZZJTpEbOZLbioVp
Eternal Suffering,"goregrind, slam death metal",10,6547,spotify:artist:6lFzIrtmAJ2lld8Dg4MxwE
Mortal Treason,"alabama metal, christian death metal, christian hardcore, christian metal",10,7897,spotify:artist:0INtzLdjbGH8YGkTXWjlH2
Alpha Virus,"downtempo deathcore, metallic hardcore, progressive deathcore",10,4440,spotify:artist:4PVMu6NxbaYZXwb472ZxFu
Joey Concepcion,instrumental death metal,10,465,spotify:artist:1m5VXt540SEn20EMzhGhxX
Fleshrot,"new wave of osdm, texas death metal",11,6323,spotify:artist:02g6Wv047hr8oX3PyOmxcq
Massacra,"black thrash, death metal, deathrash, french death metal, french metal",15,21454,spotify:artist:7nlPGS5nncGJ7gvgYR2zxR
Fleshcrawl,"brutal death metal, death metal, deathgrind, german death metal",14,24106,spotify:artist:0twjYtmupRm0bI8UxhGd0S
Warcrab,british death metal,14,1914,spotify:artist:3EHC3Ov4X9NZxh8FL4FDxM
Morta Skuld,"grim death metal, wisconsin metal",14,11829,spotify:artist:6y2LQNANx9QIyFPe2n5N71
Severe Torture,"brutal death metal, death metal, deathgrind, dutch death metal, dutch metal, goregrind, grindcore",14,21223,spotify:artist:2LkGWKBS0nNlEtqx4khGf1
Celestial Sanctuary,british death metal,14,5426,spotify:artist:3XoDjY6V07YGHB3bw8ux1k
Torture Squad,"brazilian death metal, brazilian metal, brazilian thrash metal, deathrash, slayer",22,30132,spotify:artist:6E3iq1WfZbw2YEeTKVZYJR
Sodomisery,swedish death metal,17,2874,spotify:artist:0RQ9CjktY7BFWqF73OTv2l
Nothgard,"deep folk metal, finnish metal, folk metal, german metal, german pagan metal, melodic death metal, viking metal",17,13916,spotify:artist:1PAbtuWk6jScTI9ImsDC8C
Cenotaph,"mexican death metal, mexican metal",13,5294,spotify:artist:2epg0vHihPWPTNbXq8XqnI
Unmerciful,"brutal death metal, deathgrind",13,10679,spotify:artist:1A7qyjUuQGJTkOL8LUmmtG
Bestial Mockery,"black death, black thrash, swedish black metal, swedish metal, war metal",13,13984,spotify:artist:5rGEnje2xy56TzlwIafH9d
DEVIL WITHIN,japanese death metal,13,1975,spotify:artist:1WxDdqrmfrP0cLQrHGKGbh
Carnal Decay,"brutal death metal, slam death metal, swiss metal",13,9863,spotify:artist:1ffB8e0iyTKE5WDupIVVrG
Lunar Chamber,progressive death metal,13,3049,spotify:artist:6ZVTT94nTQpTr8f979koFm
Hyperdontia,"cavernous death metal, voidgrind",13,9922,spotify:artist:2BpDq4OWu7vn7jMfhWoMne
Schizophrenia,"deathrash, new wave of thrash metal",16,8892,spotify:artist:2Mre9sRBibjJBYO5N2aK7l
Gorerotted,"british death metal, british grindcore, brutal death metal, deathgrind, goregrind, grindcore, pornogrind",12,13685,spotify:artist:4v7Ir81pDbE0UyLBwUdX83
Nothingness,"dissonant death metal, minnesota metal",11,4096,spotify:artist:4cw5FUOFNMqdGehf7Os60Z
Brain Drill,"brutal death metal, deathgrind, technical death metal",11,24670,spotify:artist:4948CgfBLxiqsviinvhuC4
Crepitation,slam death metal,12,9595,spotify:artist:3Roc4LWVmSCzNTexSpU2Aa
Hope For The Dying,"christian death metal, christian hardcore, christian metal, christian rock, christian symphonic metal, symphonic death metal, symphonic melodic death metal",12,10434,spotify:artist:1qo6KFq9ED3waQtxYK1IVR
Gutfed,"slam death metal, turkish death metal",11,4856,spotify:artist:4jofEFcNBUStN9imWrOmE3
Volturyon,"swedish death metal, technical brutal death metal",12,5546,spotify:artist:3ISwV6HBRalgEQ7BtJ7jBJ
Internal Devour,"australian death metal, slam death metal",11,1719,spotify:artist:4Oq0rCdsdVv1rIDPM7gfd9
Exivious,"djent, instrumental death metal, instrumental rock, jazz metal, progressive jazz fusion",12,13790,spotify:artist:1kYsYRtVq1Po3luPqeAnm2
Night In Gales,melodic death metal,16,6323,spotify:artist:16l3GG2iL03FXfxJaNx1rC
Panzerchrist,"danish death metal, danish metal",15,9054,spotify:artist:3Fh6l5AkN3JYmUMIRw86PI
Enfold Darkness,"charred death, symphonic death metal, technical black metal, technical brutal death metal, technical death metal, technical melodic death metal, tennessee metal",11,10684,spotify:artist:5cAByWCp9oZif0Zyw9x2gW
Ripping Corpse,"grim death metal, new jersey hardcore",11,4410,spotify:artist:5EDsCFGguCDiNX2jXfpsNG
Cranial Osteotomy,"russian death metal, slam death metal",11,10187,spotify:artist:0udqAUDigzJruh9yO8CLCW
Craniotomy,"slam death metal, slovak metal",11,5767,spotify:artist:32m4f70uyHEYCjQtEHoMaA
Singularity,"sci-fi metal, technical brutal death metal, technical death metal",11,5214,spotify:artist:4zSCMg8S5ZZO3gXtdIfs5v
Alustrium,"progressive technical death metal, technical death metal",11,7476,spotify:artist:1N1754ww2cNsFYRJ1R7geM
Dethrone the Corrupted,"melodic deathcore, progressive deathcore, slovenian metal",11,3146,spotify:artist:1S9dZ0sQNVbyjqzIgFoD2D
Invirulant,slam death metal,11,1417,spotify:artist:4W3wenLZjved1z1gKpBSvj
Hymenotomy,"estonian metal, pornogrind, slam death metal",10,6637,spotify:artist:2yUGSw50hCw9BoCYW9oqZL
Raped By Pigs,"brutal deathcore, peruvian death metal, slam death metal",10,5070,spotify:artist:3wcyR7tr5lPEVfnE64QIUX
Beside,"indonesian death metal, indonesian deathcore, indonesian metal, indonesian rock",23,44060,spotify:artist:7iMZ0bkli5AUI2IHne2wfE
Noxa,"indonesian death metal, indonesian hardcore, indonesian metal",23,28306,spotify:artist:0IWtycUEF7PvDFGlBaRqXZ
Blinded Colony,"cyber metal, melodic death metal, swedish melodeath",15,15984,spotify:artist:5cRHyuwYyrvGYhwiSnqNBM
Xerath,"djent, progressive groove metal, symphonic death metal",15,12892,spotify:artist:7ICyuIXqcbrfGmYwUjTzIA
Evocation,"swedish death metal, swedish metal",15,16895,spotify:artist:7lElOfiXTMsnCCr5wfw059
Zonaria,"melodic death metal, swedish death metal, swedish melodeath, swedish metal",15,10982,spotify:artist:3Z2aRkCRESMtOCuRICjDFn
Merciless,"black thrash, deathrash, swedish death metal, swedish metal",15,9481,spotify:artist:4u42vKXACW1yzqfdyFWo0l
Attomica,"brazilian death metal, brazilian metal, brazilian thrash metal, old school thrash",15,20664,spotify:artist:1gni4GCDSre0p0Oc4zrmEV
Feign,"downtempo deathcore, metallic hardcore, progressive deathcore",9,4039,spotify:artist:7hdSLitLgpdDEnDwfVjgKa
UnWorthy,christian death metal,8,1907,spotify:artist:2vnC7hihejNoc89LMcgyks
Abated Mass Of Flesh,"christian death metal, tennessee metal",9,5992,spotify:artist:25xya1HMsF8Y6cQrMfAmME
Dealey Plaza,"downtempo deathcore, metallic hardcore, progressive deathcore",9,10831,spotify:artist:52KhsC1FgQ1Ah9mL8j6hEi
Jasad,"indonesian death metal, indonesian metal",22,43961,spotify:artist:46h2wAfcAV8KqnFsXCWpNt
Cipher System,"melodic death metal, swedish melodeath",14,10135,spotify:artist:24nDtf6EN7dVOuXYmcuHej
Desultory,"death 'n' roll, swedish death metal, swedish metal",14,18985,spotify:artist:0VKUUAay11ccEIPryHf4tf
Dan Swanö,"progressive death metal, swedish metal, swedish progressive metal",14,13780,spotify:artist:29S5Wdq7vN7hY5qZGCuj8E
Avulsed,"brutal death metal, deathgrind, grindcore, spanish death metal, spanish metal",14,16362,spotify:artist:3bzISJ3UGyiruXiRHv53t3
Phlebotomized,"dutch death metal, dutch metal",14,5870,spotify:artist:49XKAaDQYXRPAZ1yrXJlLd
Kronos,"french death metal, technical brutal death metal",14,5611,spotify:artist:73L9PwEWwMRFEb2Zj8pNDy
Deserted Fear,"german death metal, grisly death metal",17,18507,spotify:artist:3CDoiu519MbxFWcwRFH7cH
Prostitute Disfigurement,"brutal death metal, deathgrind, dutch death metal, dutch metal, goregrind, grindcore",13,15074,spotify:artist:6oDgdmnIohUfYWdA2RcFng
Frosttide,"deep folk metal, finnish death metal, finnish melodeath, finnish metal, nordic folk metal",16,8668,spotify:artist:4nODZjLMULjW8WMW3tRGlZ
Internal Suffering,"brutal death metal, colombian death metal, deathgrind, metal colombiano",11,9122,spotify:artist:6Zbxm3jOsbcEJUdDG163OE
Eucharist,"swedish death metal, swedish melodeath, swedish metal",12,6773,spotify:artist:0EXs3fkjKhZtElrfhuWShN
Solar Eruption,"french metal, technical deathcore",11,3105,spotify:artist:64F0Ryk53PqRuubT0IR8fq
Whoretopsy,"australian death metal, australian metal",12,9920,spotify:artist:7FGpj2R01h3Ndn8VKHGnd1
Altarage,"dissonant death metal, spanish black metal, voidgaze, voidgrind",11,9253,spotify:artist:1t6R1cmictIjcNCPKO4Nsp
Inveracity,"brutal death metal, deathgrind",11,15033,spotify:artist:0IOrAgufqMFmOtDUy2HK5f
Cruciamentum,"british black metal, british death metal, cavernous death metal, new wave of osdm",12,12713,spotify:artist:4cM4Vlx41zMs5lLQcSFlTy
Disavowed,"brutal death metal, deathgrind, dutch death metal, dutch metal",11,15789,spotify:artist:3sLZJ0IisbSSaRyKvAkA5s
Miseration,"christian death metal, melodic death metal, swedish death metal, swedish metal, technical melodic death metal",12,9982,spotify:artist:625deL9i1oococeGlHdSQe
Nihilist,"swedish death metal, swedish metal",12,14454,spotify:artist:11CFp8UNM1BN6f37Y8b2Z1
Seance,swedish death metal,12,10761,spotify:artist:3XVbXf3HYcDAVqsW9esrt4
Convulse,"finnish death metal, voidgrind",12,14176,spotify:artist:2v2h7Rs6h910kvmn8Y63IE
Sublime Cadaveric Decomposition,"french death metal, goregrind, grindcore, pornogrind",12,8777,spotify:artist:7aawxUgjh40JVOCohaIqyI
Fuck The Facts,"canadian metal, deathgrind, grindcore",12,15195,spotify:artist:29fBae9lZFj6dXWykkpSsX
Irreversible Mechanism,"belarusian metal, sci-fi metal, symphonic death metal, technical brutal death metal, technical death metal",11,15104,spotify:artist:1SPQDYH2XaazozBGR3wo9B
Gorement,grim death metal,12,12197,spotify:artist:2GveXCWN5H6EScYefcSZnT
Disincarnate,florida death metal,12,10304,spotify:artist:2lpc8w2VRTLNII29VI5pDa
Blindfolded and Led to the Woods,"dissonant death metal, nz metal",12,4322,spotify:artist:4yBKoaWwA9iMFSdNd26G9C
Solstice,"florida death metal, miami metal, old school thrash",12,6332,spotify:artist:0sHzD7ilJ86wdvsmxJE4vu
Milking the Goatmachine,"comic metal, german death metal, german grindcore",19,11716,spotify:artist:1bvoy6dVHArgnzrPBrviJX
HAVAMAL,"finnish metal, folk metal, melodic death metal, swedish melodeath, viking metal",16,6663,spotify:artist:6ldp4tSRbPDs5VA2w9KXmD
Depressed Mode,"finnish doom metal, funeral doom, symphonic death metal",16,13712,spotify:artist:2vKi7KUTYLHqKVQQ3cpBo0
Brutal Sphincter,"belgian death metal, goregrind, pornogrind",16,4996,spotify:artist:1NJxe9h9WqmL7K6KlAxIkK
Made Of Hate,"melodic death metal, polish death metal",16,8545,spotify:artist:1BF0aa62IknlGAF8zDEJ9L
Repugnant,"deathrash, swedish death metal, swedish metal",10,26216,spotify:artist:5TWakwpOctfXseCIG1lQWa
Crafting the Conspiracy,"deathcore, melodic deathcore, progressive deathcore, texas metal",10,6605,spotify:artist:2RuYgtZkIVgFaGBEyL3Aay
Suffering Hour,"cavernous death metal, dissonant death metal, minneapolis metal, new wave of osdm, voidgaze",11,13020,spotify:artist:6ISdh8nhJQIZ141GLZsSrf
Rendered Helpless,"brutal death metal, nz metal, slam death metal",10,10685,spotify:artist:0ku2wH38bbjXZls6OFbSVE
Sacrificium,"christian death metal, christian deathcore, christian metal",10,5694,spotify:artist:4whrriP2MMhyeHpvYxnGo5
Demon King,"technical brutal death metal, technical death metal",10,4937,spotify:artist:7Juth2vq9rbDNCiBGUsucn
Maximize Bestiality,slam death metal,10,8060,spotify:artist:5vAPVcrEpsYftjSdX4rRIL
Kommand,cavernous death metal,10,5698,spotify:artist:2ARiBdiOC3x2yKOjttPE63
Pyaemia,"brutal death metal, deathgrind, dutch death metal, goregrind",10,9905,spotify:artist:5EkQzRgbvHYEeZutI8ujQ5
Triumvir Foul,"cavernous death metal, portland metal",10,11722,spotify:artist:4Qjvt5uzjF8TA4sNS58xe6
Imprecation,"black death, cavernous death metal, texas death metal",10,9570,spotify:artist:0ee38ozcfgLh0JMvPv7jMN
Myth of I,instrumental death metal,10,3065,spotify:artist:4f0lWwY5rSxJ4arWRD64lp
Guttural Slug,slam death metal,10,3344,spotify:artist:7C3AL6XjpUnhiOIn0KBATl
Demigod,finnish death metal,11,16248,spotify:artist:088GBJ3ST0jaG1223nhBGU
Gladenfold,"deep folk metal, finnish melodeath, finnish power metal, symphonic melodic death metal, symphonic power metal",15,4222,spotify:artist:5fReK32sz2vmbh61o5TGLe
Kambrium,"deep melodic death metal, german melodeath, german metal, symphonic death metal, symphonic melodic death metal",15,6428,spotify:artist:0rrHjjV4E5FY90raLsXUyh
One Man Army And The Undead Quartet,"deathrash, swedish metal",15,8641,spotify:artist:19Ynk0CW8wXMZYz5VIDoP1
Bong Rips For Jesus,"new york death metal, slam death metal",9,7671,spotify:artist:7nNclIi523gsFp76qnvelM
Pestilectomy,slam death metal,9,3674,spotify:artist:0jvp0yRa8TnyfB8jnpZ929
Innumerable Forms,"boston metal, cavernous death metal, death doom, voidgrind",9,6345,spotify:artist:0cozVDzCEFprS9jh7WbJPJ
Agonal Breathing,slam death metal,9,1155,spotify:artist:1jfDWDHGZFODi40ZQqjcxA
Lunarsea,"cyber metal, deep melodic death metal, melodic death metal, sci-fi metal",9,5778,spotify:artist:3NdsBfNDpWFx9BDF44WtoH
Soul Embraced,"arkansas metal, christian death metal, christian hardcore, christian metal",9,9176,spotify:artist:59glvnOl5f7lno9crshwde
Necropanther,"deathrash, denver metal",9,3268,spotify:artist:2Fe3uMYgjeDjg9JIIV3yxa
Ecchymosis,"slam death metal, thai metal",9,5809,spotify:artist:1gUzfIuIsAPGfo5OdUdwgw
Broken Flesh,"christian death metal, unblack metal",9,2827,spotify:artist:6MWYHhuCLlVYB3KfPlHtW5
Fawn Limbs,"dissonant death metal, mathcore, mathgrind",9,5090,spotify:artist:2LaJ2d2x43wwBNnuLRQlto
Masacre,"colombian death metal, metal colombiano",18,18126,spotify:artist:6ybTIsR4n37yT6UspaRR7m
Obsidious,technical death metal,14,7897,spotify:artist:5OwQGVEXMAy9L3rgYhedvg
Bloody Tyrant,"charred death, oriental metal, taiwan metal",14,11515,spotify:artist:13vzLxa7cJGpGk8gHDu7aa
A Different Breed Of Killer,"brutal deathcore, deathcore, tennessee metal",7,11205,spotify:artist:6pfHJrwZvH8o0tzIvRxjjj
ROT,"brazilian death metal, brazilian grindcore",13,4469,spotify:artist:0Lw2AxA2Wbf11q4xAwGB8D
Blood Duster,"australian metal, deathgrind, grindcore",13,6924,spotify:artist:6PLVMCFggiZhW7VBIA8PXx
Stormtide,"folk metal, oriental metal, symphonic death metal",13,4881,spotify:artist:59NOLafcoD49sfklLV9SYW
Atavistia,"symphonic death metal, symphonic melodic death metal, vancouver metal",14,4534,spotify:artist:1QoL6PD6QyjdsxvTBacepq
Necromantia,"black death, black metal, greek black metal, symphonic black metal",13,18196,spotify:artist:7dWkdNWDP7qb2zH4LNVJhi
Lahmia,"finnish metal, melodic death metal",13,7347,spotify:artist:0er4R5wQIjww94ziq9YcBf
Vulcano,"black thrash, brazilian black metal, brazilian death metal, old school thrash",13,7738,spotify:artist:7qfrFvOUlXFc8Xzhn8I1p7
Ghosts Of Atlantis,symphonic melodic death metal,16,3071,spotify:artist:7vQmrGUUZlbNkjecfGuo61
Death Breath,"swedish death metal, swedish metal",12,10067,spotify:artist:7uqMCYPejZpLCqlmVHuTCV
BLOODSPOT,german death metal,12,5934,spotify:artist:5kh3HDhT7yFQYeJ5Haoohe
Luna's Call,progressive death metal,12,2776,spotify:artist:4KfYlSge3Tsx3S7P05VNpS
THE ART OF MANKIND,japanese death metal,11,2390,spotify:artist:47LsZfTESK3kFKiWfmN725
Decapitated Christ,"metal catala, spanish death metal",11,630,spotify:artist:5wYvq1UlLrSrWJDYGkDk8S
Veiled in Scarlet,japanese death metal,12,3275,spotify:artist:6umv4rFJkPXQG4PQQ6MwIQ
Serenity In Murder,"japanese black metal, japanese death metal, symphonic death metal, symphonic melodic death metal",12,6088,spotify:artist:25Wy8eXgLspPsyubb2pspP
