Name,Genres,Popularity,Followers,Artist_URI
CABAL,"blackened deathcore, danish hardcore, danish metal, deathcore, progressive deathcore",32,31029,spotify:artist:2bfK6ltXa60B2egnErJvlO
Enslaved,"black metal, death metal, metal, norwegian black metal, norwegian metal, pagan black metal, progressive black metal, viking black metal, viking metal",35,150939,spotify:artist:2HmtB6wVRRi3z0JwZHtkiD
I Declare War,"deathcore, melodic metalcore, progressive deathcore",29,85058,spotify:artist:4Ive5h2zDEYWu32ik078C2
Evile,"death metal, groove metal, metal, new wave of thrash metal, speed metal, thrash metal",34,103348,spotify:artist:1dwrMJAKBiLlj0O4R791Xo
Finntroll,"finnish metal, folk metal, melodic death metal, nordic folk metal, power metal, symphonic metal, viking metal",38,208154,spotify:artist:4ZgkHVHmGPXuRy8zd26ZJX
Gutrectomy,"slam death metal, slamming deathcore",30,21533,spotify:artist:0GAUayKtM7XULaNosOHwaD
Dark Funeral,"black metal, brutal death metal, metal, swedish black metal, swedish metal",36,234321,spotify:artist:21ojeH5LNADIGzJKc3hIlE
Anaal Nathrakh,"birmingham metal, black metal, british black metal, british grindcore, death metal, deathgrind, symphonic black metal, technical black metal",35,103943,spotify:artist:7vrrJ5YlL3I8XUrh1ktGJV
Fallujah,"blackened deathcore, brutal deathcore, death metal, deathcore, djent, melodic metalcore, technical death metal, technical deathcore",30,79844,spotify:artist:3C5R32AIZlLfMa3uxLEYrU
Aversions Crown,"australian metal, blackened deathcore, brutal deathcore, deathcore, melodic metalcore, progressive deathcore, symphonic deathcore",31,83229,spotify:artist:6OITsYO1BqjC0VIF6yGFOc
Acranius,"brutal death metal, deathcore, progressive deathcore",31,31015,spotify:artist:3pQynkPJgCgmfoIQnGvZKG
The Agonist,"canadian metal, canadian metalcore, quebec death metal, slayer",34,172334,spotify:artist:3NrGqWwh6dKk99v1UFqQak
I AM,"blackened deathcore, deathcore, metallic hardcore, texas death metal",27,29157,spotify:artist:7dQNPdkq99QGiUIMmRjqur
Benighted,"brutal death metal, death metal, deathgrind, french death metal, french metal, technical death metal",32,69016,spotify:artist:0dUwIwaPc6UukkCZTaaf7J
Devourment,"brutal death metal, death metal, grindcore, technical death metal, texas death metal, texas metal",29,59358,spotify:artist:47aXAyH6vI3y70PKyGldNG
Goretrade,"colombian death metal, metal colombiano",25,2872,spotify:artist:3HAtxvIqhwWnQukBuH82cQ
Extortionist,"deathcore, downtempo deathcore, metallic hardcore, progressive deathcore",28,24281,spotify:artist:3hdi1PRzSDS2LCTTwKsmVz
Carach Angren,"black metal, dutch black metal, dutch metal, folk metal, melodic death metal, symphonic black metal, symphonic metal, tolkien metal, viking metal",33,97268,spotify:artist:7sJC2WkTzn7gqUhVfP9sOm
I Killed The Prom Queen,"deathcore, melodic metalcore, metalcore",31,102908,spotify:artist:3DY26PgCL4tKVUPQBtBWei
Disarmonia Mundi,"cyber metal, italian death metal, melodic death metal",32,55782,spotify:artist:0iem9JStyv56PV2X7avZbo
Gorguts,"black metal, brutal death metal, canadian metal, death metal, dissonant death metal, quebec death metal, technical death metal, thrash metal",29,80635,spotify:artist:0Q4ioaeWOOlKFVPNdFvp9q
Black Crown Initiate,"djent, progressive death metal, technical death metal",30,50048,spotify:artist:2mI89QIY20j4ly27G6qA45
Possessed,"black metal, brutal death metal, death metal, deathgrind, deathrash, metal, speed metal, thrash metal",32,173862,spotify:artist:0ZEpcKtaM4ItvzHJCg5udc
Becoming The Archetype,"christian death metal, christian hardcore, christian metal, christian rock, progressive death metal",27,43236,spotify:artist:2lt0aSPzPngGw8KsfLYRyF
Evil Darkness,colombian death metal,25,190,spotify:artist:3AokCl2QBzimg7rg0mpEDw
Strangled,"deathcore, metallic hardcore, progressive deathcore",27,17662,spotify:artist:1esCIjNvqmJP9hfG5qNewk
Incantation,"black metal, black thrash, brutal death metal, cavernous death metal, death doom, death metal, deathgrind, new york death metal, technical death metal, thrash metal, voidgrind",30,67130,spotify:artist:66AXpP038gUcoKVQoO98Fz
Harakiri for the Sky,"atmospheric black metal, austrian black metal, austrian metal, blackgaze, melodic death metal, post-black metal, post-metal",36,94030,spotify:artist:58KBq6qkQnfWYRqCjffQQq
Ihsahn,"black metal, melodic death metal, norwegian metal, post-metal, progressive metal, symphonic black metal",33,102877,spotify:artist:2E1jLcUfqd9w2XtybNB2Za
And Hell Followed With,"brutal deathcore, deathcore, melodic deathcore, melodic metalcore, progressive deathcore",27,35553,spotify:artist:7MnEOC6vXcGp5P8RiFrlCm
Obscura,"brutal death metal, cosmic death metal, death metal, deathgrind, jazz metal, melodic death metal, progressive death metal, progressive technical death metal, sci-fi metal, technical death metal",33,114196,spotify:artist:7i82bJxWj1Tggc7pnU1hzt
Decrepit Birth,"brutal death metal, death metal, grindcore, technical death metal",29,51476,spotify:artist:4Nlrw2bbsgaWH2qR3cBxeN
Sentinels,"deathcore, djent, metalcore, progressive deathcore",28,19314,spotify:artist:0JwMB5kwBvLi6uyLUnKDKv
A Night In Texas,"brutal deathcore, deathcore, melodic metalcore, progressive deathcore",28,52344,spotify:artist:4Fsg1Qph71iuRg07o5rFAS
The Body,"death industrial, drone, drone metal, new england metal, noise rock, post-doom metal, post-metal, rhode island indie, sludge metal",28,56844,spotify:artist:1VFYpTpgmp7ANXqok2dTg3
Feed Her to the Sharks,"deathcore, melodic metalcore, metalcore",28,49202,spotify:artist:58r5QdZ8pIIydoNTLcM5eO
Tiamat,"gothic metal, swedish death metal, swedish doom metal, swedish metal, symphonic black metal",37,133561,spotify:artist:5SwHKKNKYToC1YzWVNWAIN
Sentenced,"finnish death metal, finnish melodeath, gothic metal, melodic death metal, metal, oulu metal",39,99691,spotify:artist:5jQPKWBobu6cJwGSbbqgCk
Beyond Creation,"brutal death metal, canadian metal, death metal, melodic death metal, progressive technical death metal, quebec death metal, technical brutal death metal, technical death metal",30,89322,spotify:artist:3HBOxN9iagI9Ot1kTHpPX8
Transmetal,"latin metal, mexican death metal, mexican metal, mexican thrash metal",34,50758,spotify:artist:5r1YlvQfX1TfuSRWzEEPlT
Destruction,"death metal, german metal, german thrash metal, metal, old school thrash, thrash metal",34,264945,spotify:artist:5d6KI8frPEo3qGsIL8Sak2
Omnium Gatherum,"finnish death metal, finnish melodeath, melodic death metal",33,86076,spotify:artist:52xuvlUvnxqH0xzxGPKXSu
Cynic,"djent, florida death metal, jazz metal, miami metal, progressive metal, technical death metal",31,112276,spotify:artist:5nXldeedEas60jZnMi40p4
Kardashev,"blackened deathcore, brutal deathcore, progressive death metal",29,28078,spotify:artist:5UYpPowESfmqU3fD6fJFox
Terrorizer,"american grindcore, brutal death metal, crossover thrash, death metal, deathgrind, grindcore, technical death metal",31,89124,spotify:artist:09eXH2A1Zi3E7MZJXGg5oG
Darknet,"metallic hardcore, progressive deathcore, thall",28,17177,spotify:artist:4q0wfu3kKAydX7PSA4H502
Fluids,"cavernous death metal, goregrind",26,13671,spotify:artist:7AwjxGNLsFAov9qk9w1nwm
Misery Index,"brutal death metal, death metal, deathgrind, grindcore, technical death metal",31,63321,spotify:artist:1kTUJy3zL57iEANLB9FpIA
Origin,"brutal death metal, cosmic death metal, death metal, deathgrind, technical death metal",28,68441,spotify:artist:4Mmo0f1kp7dyyH3UbK9vUU
Exhumed,"brutal death metal, death metal, deathgrind, goregrind, grindcore, technical death metal, thrash metal",28,66896,spotify:artist:2OjtmMho2pBS86zQ1PliRu
Kraanium,"brutal death metal, deathgrind, goregrind, norwegian death metal, pornogrind, slam death metal",29,39022,spotify:artist:5Gp1GsvxkVzZW7oYFRvBWw
Benediction,"birmingham metal, british death metal, brutal death metal, death metal, deathgrind, metal, technical death metal, thrash metal",34,75433,spotify:artist:1Lx9Dy5gi2OLlJBBs7GYO7
Extermination Dismemberment,"belarusian metal, brutal death metal",28,42168,spotify:artist:2kmN6qYkywddUoh7JIUdZi
Sulphur Aeon,"atmospheric black metal, cosmic black metal, cosmic death metal, german death metal, lovecraftian metal, technical death metal, voidgaze",32,23446,spotify:artist:7nOT3FnmKEzbGvTS2fbeaV
Analepsy,"brutal death metal, portuguese death metal, portuguese metal, technical death metal",29,45767,spotify:artist:2JxqeYkP4fyEgF1kid8UCJ
Gorod,"brutal death metal, french death metal, french metal, jazz metal, progressive death metal, technical death metal, technical melodic death metal",29,55928,spotify:artist:69lt02nubfNbPdrvH4tJxx
The Human Abstract,"deathcore, djent, melodic metalcore, progressive metalcore",25,49972,spotify:artist:2SDGIFzEh9xmE5zDKcMRkj
Abominable Putridity,"brutal death metal, deathgrind, russian metal, slam death metal, technical death metal",28,51350,spotify:artist:4gJMeUuNoD9eeKZkOHLWMO
Horrendous,"new wave of osdm, progressive death metal",27,26875,spotify:artist:1Na6P4MqOassrZtvT9Z12s
Creeping Death,texas death metal,25,31419,spotify:artist:0m8C12hSt640ovLaxlsd5u
Ignea,"fallen angel, slayer, symphonic death metal, symphonic metal, ukrainian metal",32,46820,spotify:artist:7E7V95LId9MPJ6anIK1qrM
Disentomb,"australian death metal, brutal death metal, deathgrind, technical death metal",27,29345,spotify:artist:1shYFELmbMiLx0KpwTvBbW
Disfiguring The Goddess,"brutal death metal, brutal deathcore, deathcore, pornogrind, progressive deathcore",25,36068,spotify:artist:4KNivmUcgaar8yZvjYRoqv
Rose Funeral,"blackened deathcore, brutal deathcore, deathcore, melodic metalcore, progressive deathcore",25,42056,spotify:artist:5vqNgqz0P61Iipwn7NjT5P
Vektor,"cosmic death metal, progressive thrash, technical death metal, technical thrash, thrash metal",29,72804,spotify:artist:09mNj9XgCqgg6usfeXOoBg
Bloodlines,"christian deathcore, christian hardcore, christian metal, christian rock",23,9156,spotify:artist:3k68PbSm8ImpXNBKuhoC4s
Through The Eyes of the Dead,"deathcore, melodic deathcore, melodic metalcore, south carolina metal",24,51477,spotify:artist:7fHM9eaM8o6OMwpyR4xMYn
Gravesend,"black death, nyc metal",27,8353,spotify:artist:554zLl2Oh47VRg0MF8mkHj
Entheos,"progressive death metal, slayer",26,41939,spotify:artist:4ZBgVz7Pg5ZAX7pZjURSOI
Decayer,"deathcore, metallic hardcore, progressive deathcore, slamming deathcore",25,14958,spotify:artist:2uEEkcNT0D7EmVs2ebKe9i
Guttural Slug,"brutal death metal, danish death metal, pornogrind, slam death metal",26,37439,spotify:artist:3vzyZYhXq78QlMV7VghI0e
Hate Eternal,"black metal, brutal death metal, death metal, deathgrind, florida death metal, technical death metal",28,79474,spotify:artist:4Ru4H8nvpjbqHFStsJJcHV
Wretched,"deathcore, melodic deathcore, north carolina metal, technical death metal, technical deathcore, technical melodic death metal",25,31396,spotify:artist:3sc34B4NYjNQZQqpxeAGnK
Conjurer,"atmospheric post-metal, british death metal, chaotic hardcore, post-doom metal, post-metal, sludge metal, uk doom metal, uk post-metal",28,32665,spotify:artist:38eUVFRyGFT6VnEbaFRScQ
Brutal Truth,"american grindcore, brutal death metal, death metal, deathgrind, grindcore, new york death metal",28,58261,spotify:artist:4TvgUScBiJZP1P9V1tmMPi
Dr. Acula,"deathcore, melodic metalcore",23,47201,spotify:artist:27H1vwD2AiNOHp5W7iP282
Violator,"brazilian metal, brazilian thrash metal, crossover thrash, death metal, new wave of thrash metal, rock brasiliense, speed metal, thrash metal",31,88125,spotify:artist:0lFI9B2QSbFVqS6gAZzg1a
Defeated Sanity,"brutal death metal, death metal, german death metal, grindcore, technical death metal",26,47216,spotify:artist:0dy6peOuKo2QkwaNWPoJpx
Shylmagoghnar,"finnish metal, folk metal, melodic death metal, viking metal",32,30291,spotify:artist:0sfWl1dWLgEtMy9oFnNoDA
Dyscarnate,"british death metal, technical brutal death metal, technical death metal",28,30684,spotify:artist:6SvjnoIxcyGjkhoazemIlB
Pathology,"brutal death metal, deathgrind, grindcore, technical death metal",26,32949,spotify:artist:0YLsaJh7FiEOYZugiIE2o3
Deathspell Omega,"avant-garde black metal, black metal, dissonant death metal, french black metal, french metal, technical black metal, voidgaze",30,67201,spotify:artist:4pP3Gtdmwp2cHtz736pyGI
I The Breather,"christian metalcore, deathcore, melodic metalcore, metalcore",24,52752,spotify:artist:6OpFzG0Srh37pwJUdwsETa
Arsis,"american melodeath, brutal death metal, deathgrind, melodic death metal, technical death metal, technical melodic death metal, virginia metal",25,35089,spotify:artist:7j1diUTtFReVVJxSQG3veO
The Red Chord,"boston metal, deathcore, deathgrind, grindcore, mathcore, melodic metalcore, technical deathcore",23,40070,spotify:artist:3u0I9EqSd1Uo34MItEAIKc
Blood Stain Child,"cyber metal, gothic symphonic metal, idol rock, j-metal, japanese death metal, kawaii metal, trancecore",28,55445,spotify:artist:4EvbQBS99RXzFGGimAS3i9
Massacre,"black thrash, brutal death metal, death metal, deathgrind, florida death metal, jazz metal, technical death metal, thrash metal",29,46912,spotify:artist:10tKMKG6F95zDrJOxqtjhA
Psycroptic,"australian death metal, australian metal, brutal death metal, death metal, deathgrind, technical death metal",27,69336,spotify:artist:2O8ZayBAqBqoXujSAAx7pm
Edge Of Sanity,"death metal, progressive death metal, swedish death metal, swedish melodeath, swedish metal, swedish progressive metal",29,56291,spotify:artist:1Mcy1ngqEXUXXEQEpUDGix
Sadus,"deathrash, old school thrash, technical thrash, thrash metal",29,76616,spotify:artist:2J1GmSL3D47TR4TdFYs2hu
This Or The Apocalypse,"deathcore, melodic metalcore, metalcore",23,37363,spotify:artist:3V5HSi5V8ivCbmIkQUW5nO
The Agony Scene,"deathcore, melodic metalcore, metalcore",24,39254,spotify:artist:74yhbgDkPbVWHZ0VmNi5M9
Suffokate,"deathcore, melodic deathcore, melodic metalcore",24,51502,spotify:artist:1z33NUnc0GQ95Id4wVkxaC
Atheist,"brutal death metal, death metal, deathgrind, florida death metal, jazz metal, technical death metal",27,66808,spotify:artist:5QPy3HBn3AwzLEAQ8QeIo4
Malevolent Creation,"black metal, brutal death metal, death metal, florida death metal, metal, technical death metal",27,108565,spotify:artist:1NrkyGnaWUYV1hLP74pp6X
Pestilence,"black metal, brutal death metal, death metal, deathrash, dutch death metal, dutch metal, old school thrash, technical death metal",28,102644,spotify:artist:6JcFn4PlXFuXmhRXpOpsan
Asphyx,"black metal, brutal death metal, death metal, deathgrind, dutch death metal, dutch metal, metal, technical death metal, thrash metal",30,82264,spotify:artist:2eIvR1DzWm5GAufWC2rcGr
Jungle Rot,"brutal death metal, death metal, deathgrind, wisconsin metal",25,41975,spotify:artist:2kIYZ2eHRnAbaPYE860qNx
Before The Dawn,"finnish death metal, finnish melodeath, melodic death metal",33,59162,spotify:artist:6L77qXFnXb7Tac7xzPa0Y7
Xoth,"cosmic death metal, seattle metal",25,7019,spotify:artist:4hhn2YFuYL3P91Zq6QrPLC
Afterbirth,"cosmic death metal, new wave of osdm, new york death metal, nyc metal",25,5873,spotify:artist:2ogyPQ5zxhMcMIwmHO8DUc
SuidAkrA,"celtic metal, folk black metal, folk metal, german melodeath, german metal, melodic death metal, viking metal",30,39383,spotify:artist:77H7WLYHNHy0klUy1fGXIi
Ex Deo,"canadian metal, melodic death metal, quebec death metal, symphonic death metal, symphonic metal",28,35237,spotify:artist:7jBfzxUkrHRmy6EezZuegA
Vomit Forth,cavernous death metal,22,12834,spotify:artist:7FauDKMDbUkCa6SuNfI0GP
Gorgasm,"brutal death metal, death metal, goregrind, grindcore, korean metal, technical death metal",24,34673,spotify:artist:2Pq0WuEVUvv1G7s7S4XNVs
Ulcerate,"brutal death metal, deathgrind, dissonant death metal, nz metal, post-metal, progressive death metal, technical black metal, technical death metal, voidgaze, voidgrind",26,42096,spotify:artist:3Bv5btxNbwbt79fcjw9DAg
Skeletal Remains,"brutal death metal, death metal, deathgrind, grisly death metal, new wave of osdm, technical death metal",25,26445,spotify:artist:4Rh3NPxVMADeaSIduAsykN
Molotov Solution,"deathcore, melodic metalcore, progressive deathcore",23,51712,spotify:artist:0XwUuXb2vhFXXBMtQ3SJPa
Dehumanizing Itatrain Worship,"animegrind, slam death metal",25,33732,spotify:artist:2sQT1TXWHhcNs1fU240LOi
Blind Witness,"canadian metal, deathcore",25,32938,spotify:artist:2LwtcVTtqIvltD3kFtbE9V
Mercenary,"danish death metal, danish metal, melodic death metal",29,39143,spotify:artist:7I4cvfefaKzYwdihC3n2y1
Mechina,"cyber metal, electronic djent, sci-fi metal, symphonic death metal, symphonic deathcore",26,25798,spotify:artist:056E4z3dLY3NlRs1w0YW5y
Burgerkill,"indonesian death metal, indonesian deathcore, indonesian indie, indonesian metal, indonesian post-hardcore, indonesian rock",38,196185,spotify:artist:77X41f0zoHXGhC3a3UvdJk
1914,"black metal, death doom, ukrainian metal",29,50769,spotify:artist:0IpKWttPlwhd7Cevxsh1Bz
Archgoat,"black metal, black thrash, death metal, finnish black metal, war metal",27,54463,spotify:artist:3n2bgWmlyHgwnd9aPmnTM4
Facelift Deformation,slam death metal,24,11968,spotify:artist:2fkzKobdCJAxai2dCy29i1
Glass Cloud,"deathcore, djent, melodic metalcore, progressive metalcore",22,34001,spotify:artist:31FeV95p1uS4qVjd8yEHJf
Sarcófago,"black metal, black thrash, brazilian black metal, brazilian death metal, brazilian metal, death metal, metal mineiro, old school thrash, thrash metal",31,97609,spotify:artist:3bPSw3qkTeBZXnfDFUqmPG
Trap Them,"american grindcore, boston hardcore, chaotic hardcore, deathgrind, grindcore, post-doom metal, post-metal, sludge metal",23,34034,spotify:artist:1QXcKL8Ggy8uCA23mFKgws
Nervosa,"brazilian death metal, brazilian metal, brazilian thrash metal, slayer",31,90885,spotify:artist:5D9d9xyLNQu32QVD9t4YqH
Old Man's Child,"autonomous black metal, black metal, death metal, melodic black metal, norwegian black metal, norwegian metal, pagan black metal, symphonic black metal",28,75054,spotify:artist:4LT73i2bqTazQQkmODMaYf
Grave,"black metal, brutal death metal, death metal, swedish death metal, swedish metal, thrash metal",27,76929,spotify:artist:28imYdYhi5ieRXvgYwiIdi
Tribal Gaze,"new wave of osdm, texas death metal",21,9276,spotify:artist:0pm9kmowFxxE4hWYM04MxH
Vale Of Pnath,"brutal death metal, cosmic death metal, denver metal, lovecraftian metal, technical brutal death metal, technical death metal, technical deathcore, technical melodic death metal",24,32032,spotify:artist:31i0H73pagGhaNZ9YLgUYY
Threat Signal,"canadian metal, canadian metalcore, cyber metal, groove metal, melodic death metal, melodic metalcore",26,54767,spotify:artist:12YY9wgi8ufdP5iw8RggVO
Demolition Hammer,"deathrash, old school thrash, thrash metal",25,58841,spotify:artist:08f6MNQouECEKggLSLEBRQ
Ion Dissonance,"canadian metal, canadian metalcore, deathcore, djent, mathcore",22,25037,spotify:artist:3KjkcT0s7a7JDlzsXffnDo
In Dying Arms,"deathcore, melodic deathcore, melodic metalcore, progressive deathcore",22,19439,spotify:artist:5m3RbDfOQ3RHxrebIytwSW
Wolfheart,"finnish death metal, finnish melodeath, finnish metal, melodic death metal",30,53870,spotify:artist:11EAP8MX0cfrW9lzkK424H
Cerebral Incubation,"brutal death metal, slam death metal",23,21719,spotify:artist:2gpu0EtvWqIdVLzZwR0XAA
Abbath,"black 'n' roll, black metal, death metal, metal, norwegian black metal, symphonic black metal",29,115184,spotify:artist:1epGwdbjU7JSGVBHlqptpx
Words Of Farewell,melodic death metal,29,14131,spotify:artist:1tcrgTKBUpGVRGnPz4breO
The Fallen Prophets,"melodic deathcore, south african metal",26,6620,spotify:artist:5ZW7xLlj4bsIfjvUpNGEcs
Dehumanized,"brutal death metal, deathgrind, goregrind, grindcore, new york death metal, slam death metal",22,15253,spotify:artist:0SPiQivk0SEZIQSzz0uBEC
Unleashed,"black metal, brutal death metal, death metal, swedish death metal, swedish metal, thrash metal",29,90647,spotify:artist:3MKwCexzAd8YTdsSjRkKbv
Dead To Fall,"deathcore, melodic metalcore",20,26176,spotify:artist:4fJhgb2uzeQZUtUUVqQLX3
Amputated,"british death metal, brutal death metal, deathgrind, goregrind, pornogrind",24,23988,spotify:artist:5eBfmjFelD56Kg14cGNlqL
Hellhammer,"black metal, black thrash, death metal, metal, swiss metal, thrash metal",26,99395,spotify:artist:3FrsGZO0uosIs2Vn2TJhQY
Zemeth,japanese death metal,24,5961,spotify:artist:3iIwFstdYwT1mrPgNqTUVY
Killwhitneydead,"deathcore, melodic deathcore, north carolina metal",20,23391,spotify:artist:569z5CJgkS65WD9uO09vom
First Fragment,"brutal death metal, quebec death metal, technical brutal death metal, technical death metal",25,32144,spotify:artist:51NIL49MVTWeXEC8LoVrQ0
Undeath,"cavernous death metal, western ny metal",22,26761,spotify:artist:1vbr39xw4sKFUOiogA0DWN
Annotations Of An Autopsy,"brutal deathcore, deathcore, melodic metalcore",22,39814,spotify:artist:0Bwt1B6EdOHjjOTxlHbtR1
Repulsion,"american grindcore, brutal death metal, death metal, deathgrind, goregrind, grindcore, voidgrind",23,39233,spotify:artist:1RTDcE5i7TUMhY4NsmqM4W
Absu,"black metal, black thrash, occult black metal, pagan black metal, symphonic black metal, technical black metal, texas death metal, usbm",26,41012,spotify:artist:3eVkhnD2UKVjX5uiUsqfXP
Putrid Pile,"brutal death metal, deathgrind, goregrind, grindcore, wisconsin metal",23,32095,spotify:artist:7pL20gpmXwB8GB4zoj6sTb
Death Decline,french death metal,24,15288,spotify:artist:1bgeQljXQlY64QQSQ7DgEe
The Crimson Armada,"christian deathcore, deathcore, melodic deathcore, melodic metalcore",21,30756,spotify:artist:3goEJ24SHcTW0ZkHcmiaRZ
Soreption,"brutal death metal, deathgrind, swedish death metal, technical brutal death metal, technical death metal, technical groove metal",23,31868,spotify:artist:3op8jh8NUpjo5xypJHNbfp
Arsonists Get All The Girls,"deathcore, melodic metalcore, nintendocore, trancecore",20,38872,spotify:artist:24StNQXP5gjZmG95zAZ9KZ
The Ritual Aura,"australian death metal, technical brutal death metal, technical death metal",23,11588,spotify:artist:4r0REBaAjGQMPynmmnKuGW
Thy Catafalque,"avant-garde metal, cosmic black metal, hungarian black metal, hungarian metal, sci-fi metal, slavic metal, symphonic death metal",28,41846,spotify:artist:4sgTqbA7htxYkRRJBPZIom
Starkill,"american melodeath, slayer, symphonic death metal, symphonic melodic death metal",24,18537,spotify:artist:7wBaXEIGEMxCJYguNjk5RW
Nunslaughter,"black death, black metal, deathgrind, pittsburgh metal",23,33292,spotify:artist:1RRRmpSvStg4uN6uAZRyGQ
Summoning the Lich,"melodic deathcore, technical death metal",21,10189,spotify:artist:50hQBBOvJ0XIyUmFEnCy2W
Visceral Disgorge,"brutal death metal, deathgrind, slam death metal",22,35625,spotify:artist:7vWBtzzt2W1c41nztJMjVk
Animosity,"deathcore, deathgrind, melodic metalcore",20,28227,spotify:artist:73XRbbMetqKQQYdrP8TVVU
1349,"black metal, death metal, norwegian black metal, norwegian metal, technical black metal",26,125230,spotify:artist:150xbiJGnTy1tSBZ9EFKnT
Solution .45,"cyber metal, melodic death metal, melodic groove metal, swedish melodeath, swedish metal",24,30468,spotify:artist:4g9Ml8899yUDi8YLnfZxmi
Artillery,"danish death metal, danish metal, death metal, metal, speed metal, technical thrash, thrash metal",26,77718,spotify:artist:6N62Sla6F2uuEzNALo6720
Illdisposed,"danish death metal, danish metal",27,23261,spotify:artist:1B7QysZd61axZ8HxJgAVRV
In Mourning,"melodic death metal, progressive death metal, swedish melodeath, swedish progressive metal",29,52154,spotify:artist:0gsIXiV7rw5I9wJaxgoOdB
Vastum,"cavernous death metal, death doom, grisly death metal, new wave of osdm, voidgrind",22,13434,spotify:artist:1UKozzDpsuCLjwE7u5Xjdq
Soulkeeper,"metallic hardcore, progressive deathcore",20,8513,spotify:artist:6sg8lduBgtJr5l4jMJBxLq
Obey The Brave,"canadian metal, deathcore, melodic metalcore, metalcore",27,52095,spotify:artist:5heEwugc3JGxjIIivDEAg3
Traumatomy,"brutal death metal, slam death metal",22,13407,spotify:artist:2skAuPYcwtZ4ttPCLbQFJH
Sinister,"black metal, black thrash, brutal death metal, death metal, dutch death metal, dutch metal, technical death metal, thrash metal",25,71176,spotify:artist:6rJPCPv9Nf0AeCFYCDNTZd
Undergang,"cavernous death metal, danish death metal, danish metal, new wave of osdm, voidgaze, voidgrind",22,21226,spotify:artist:1fFtjgqU6Z2vKBmk5Z8z3o
Deeds of Flesh,"brutal death metal, cosmic death metal, death metal, grindcore, technical death metal",22,52066,spotify:artist:1vCdpqo6SWCO8RdENTTSxV
Liferuiner,"canadian hardcore, canadian metal, canadian metalcore, deathcore, melodic hardcore",20,21363,spotify:artist:4C5vpOIsgmfm8q59XMwvt6
Vital Remains,"black metal, brutal death metal, death metal, new england metal, technical death metal, thrash metal",25,105086,spotify:artist:6bPweC1Ugh3y4m5emo7A36
Until We Die,"blackened deathcore, deathcore, melodic deathcore, progressive deathcore, symphonic deathcore, symphonic melodic death metal",22,28207,spotify:artist:2P8coDimWPL7MUqCsgQpMN
Wormhole,"brutal death metal, technical brutal death metal, technical death metal, technical deathcore",22,8140,spotify:artist:2foAanYCza7knczRDB8DFt
Spawn of Possession,"brutal death metal, death metal, deathgrind, swedish death metal, swedish metal, technical death metal",24,59086,spotify:artist:0ZCbQOOfTwQacCamoOxx0D
Ghost Brigade,"finnish death metal, finnish doom metal, finnish melodeath, melodic death metal",28,50659,spotify:artist:7lQ9Wd0iz1gX0zdA1B2bHB
Dead/Awake,"deathcore, metallic hardcore, progressive deathcore",20,13882,spotify:artist:2Mtcd92iGg5ZXYaSUhZEQm
Alkaloid,"progressive death metal, technical death metal",25,27044,spotify:artist:4KMQDFaAsPEKcqKzdvkYKc
Saturnus,"danish death metal, danish metal, doom metal, gothic metal",30,56981,spotify:artist:7HY8HFHBM9zrY5R9rlY3Id
Whispered,"finnish death metal, finnish melodeath, folk metal, melodic death metal, oriental metal, symphonic melodic death metal",25,35132,spotify:artist:0cBiR10Zh0R2zJJmcxhNFS
Abyss Walker,"progressive deathcore, slamming deathcore, tennessee metal",21,4953,spotify:artist:0gJ0dOw0r6daBMmJr6ROvQ
Malodorous,"brutal death metal, pornogrind, slam death metal",22,17445,spotify:artist:7MdSet04aYpDYpSbdQskc7
Slugdge,"lovecraftian metal, technical death metal",22,24687,spotify:artist:2Vp1Prkc6ejKx01ON9LlDw
Regurgitate,"brutal death metal, goregrind, grindcore, swedish grindcore",22,21038,spotify:artist:0PwXJpoSJEOIiPNvartOr6
Stabbing,texas death metal,20,7281,spotify:artist:2dsmFzu9Ks0ds6SpaP6hVT
Necrophobic,"black metal, brutal death metal, death metal, swedish death metal, swedish metal",27,58002,spotify:artist:3RUZtC4rkONY3kprM10ZTa
Eternal Tears Of Sorrow,"finnish death metal, finnish melodeath, melodic death metal, symphonic death metal, symphonic melodic death metal",28,58314,spotify:artist:3rdFnKhyWhTivuBFSH4YT3
The Dark Prison Massacre,"goregrind, pornogrind, slam death metal, taiwan metal",22,12369,spotify:artist:5WJ2HzqjyCr5JzEHpELuq9
Cytotoxin,"brutal death metal, deathgrind, saxony metal, technical brutal death metal, technical death metal",24,25083,spotify:artist:4CIwd3LXEtN3xLe7PwWMNF
Waste,"metallic hardcore, minnesota metal, progressive deathcore",19,8700,spotify:artist:2XuyPcxHeNlK7tOej51mqj
Tore Fagerheim,"instrumental death metal, norwegian death metal",24,7511,spotify:artist:0QQpya0rYaN3prGBCQczRZ
Falsifier,"deathcore, downtempo deathcore, metallic hardcore, progressive deathcore",19,20931,spotify:artist:7bDLHytU8vohbiWbePGrRU
Brymir,"finnish melodeath, folk metal, melodic death metal, symphonic death metal, symphonic melodic death metal",28,25213,spotify:artist:3YDtlBGmfvE2Xw0avhHeK5
Aeon,"brutal death metal, death metal, deathgrind, swedish death metal, swedish metal, technical death metal",23,46782,spotify:artist:3thZAdDkh3yDo21gLptJTc
Internal Bleeding,"brutal death metal, deathgrind, goregrind, grindcore, new york death metal",20,17937,spotify:artist:5gd8Tk70HlpZnwjNzJVA7D
